story1,story2,word1,word2
"A researcher interviewed a Navajo for an article she wanted to write. The Navajo told the researcher about the ways of life within the tribe. The researcher then questioned the Navajo about the influence of the outside world on their community. The Navajo believed that this did not affect his tribe at all. The researcher suddenly insulted the Navajo by asking if nobody from his tribe ever wanted to live in a real house. The Navajo explained that his tribe preferred to live in traditional dwellings, rather than Western-style houses. ","A researcher interviewed a wigwam for an article she wanted to write. The wigwam told the researcher about the ways of life within the tribe. The researcher then questioned the wigwam about the influence of the outside world on their community. The wigwam believed that this did not affect his tribe at all. The researcher suddenly insulted the wigwam by asking if nobody from his tribe ever wanted to live in a real house. The wigwam explained that his tribe preferred to live in traditional dwellings, rather than Western-style houses. ",Navajo,wigwam
"A teacher told a student that from now on all schoolbooks should be brought along. The student proudly told her that there was a demonstration coming up against the large amount of textbooks. But the teacher discouraged the student from going by threatening to punish him. However, the student decided not to submit to her authority and even helped hand out pamphlets. The teacher then punished the student with a long suspension. But the student did not care and the demonstration turned out to be a great success. ","A teacher told a backpack that from now on all schoolbooks should be brought along. The backpack proudly told her that there was a demonstration coming up against the large amount of textbooks. But the teacher discouraged the backpack from going by threatening to punish him. However, the backpack decided not to submit to her authority and even helped hand out pamphlets. The teacher then punished the backpack with a long suspension. But the backpack did not care and the demonstration turned out to be a great success. ",student,backpack
"An alcoholic told the bartender in her local pub her long and sad life story. The bartender listened uninterested to her many complaints. The alcholic blamed the bartender for helping her get drunk, among other things. But the bartender rightly replied that that was her own resposibility. The alcholic woman had been depressing the bartender for weeks, but he had never dared to say anything. The bartender shouted in exasperation that she should just stop whining and stop drinking. ","An alcoholic told the keg in her local pub her long and sad life story. The keg listened uninterested to her many complaints. The alcholic blamed the keg for helping her get drunk, among other things. But the keg rightly replied that that was her own resposibility. The alcholic woman had been depressing the keg for weeks, but he had never dared to say anything. The keg shouted in exasperation that she should just stop whining and stop drinking. ",bartender,keg
A campsite owner told a camper that the cost of his pitch would increase. The camper complained that the increase in costs would make it impossible to support his family. The owner delighted the camper with a small discount. But the camper sadly explained that it would still be far too expensive. The owner consoled the camper by offering to postpone the payment deadline and this finally put him at ease. The camper decided to look for an extra job the next day. ,A campsite owner told a caravan that the cost of his pitch would increase. The caravan complained that the increase in costs would make it impossible to support his family. The owner delighted the caravan with a small discount. But the caravan sadly explained that it would still be far too expensive. The owner consoled the caravan by offering to postpone the payment deadline and this finally put him at ease. The caravan decided to look for an extra job the next day. ,camper,caravan
"After a piano concert, a director of the concert hall spoke with a pianist from abroad that had just performed. The pianist thanked the director again for the opportunity to perform in the large concert hall. The director also rewarded the pianist with a number of well-paid extra concerts. The pianist was already looking forward to the coming concert and asked if many tickets had been sold. The director surprised the pianist by responding that the upcoming concert was completely sold out. The pianist told her that he was unfortunately less popular in his own country. ","After a piano concert, a director of the concert hall spoke with a grand piano from abroad that had just performed. The grand piano thanked the director again for the opportunity to perform in the large concert hall. The director also rewarded the grand piano with a number of well-paid extra concerts. The grand piano was already looking forward to the coming concert and asked if many tickets had been sold. The director surprised the grand piano by responding that the upcoming concert was completely sold out. The grand piano told her that he was unfortunately less popular in his own country. ",pianist,grand piano
"A hiker struck up a conversation with a fisherman as she walked along the side of a canal. The fisherman asked the hiker if she happened to be angling. But the hiker insulted the fisherman when she replied that angling could hardly be called a sport. The fisherman defended himself by saying that angling required a lot of skill and talent. The hiker mocked the fisherman and said it only required too much free time. The fisherman said he had caught a pike last week with great difficulty, but the hiker had already moved on. ","A hiker struck up a conversation with a fishing pole as she walked along the side of a canal. The fishing pole asked the hiker if she happened to be angling. But the hiker insulted the fishing pole when she replied that angling could hardly be called a sport. The fishing pole defended himself by saying that angling required a lot of skill and talent. The hiker mocked the fishing pole and said it only required too much free time. The fishing pole said he had caught a pike last week with great difficulty, but the hiker had already moved on. ",fisherman,fishing pole
"A student asked the group leader to write a bit larger because she was having trouble following the study group. But the group leader asked her to repeat what she'd said because he couldn't hear her well. The student asked the group leader to write larger again. The group leader finally understood what she was saying and started writing larger. The student teased the group leader, saying that he should also speak a bit louder. But the group leader didn't understand her again and said that she had better sit at the front. ","A student asked the felt-tip pen to write a bit larger because she was having trouble following the study group. But the felt-tip pen asked her to repeat what she'd said because he couldn't hear her well. The student asked the felt-tip pen to write larger again. The felt-tip pen finally understood what she was saying and started writing larger. The student teased the felt-tip pen, saying that he should also speak a bit louder. But the felt-tip pen didn't understand her again and said that she had better sit at the front. ",group leader,felt-tip pen
"An escort asked a marine from the Royal Navy what was wrong. The marine tearfully told her that the past few months alone at sea had been hell. The escort comforted the marine by assuring him that he had come to the right place for company. The marine asked hopefully if he would get a discount if he stayed longer. But the escort mocked the marine, joking that they were not married. The marine was a bit shocked and then asked how much it would cost to get married. ","An escort asked a torpedo from the Royal Navy what was wrong. The torpedo tearfully told her that the past few months alone at sea had been hell. The escort comforted the torpedo by assuring him that he had come to the right place for company. The torpedo asked hopefully if he would get a discount if he stayed longer. But the escort mocked the torpedo, joking that they were not married. The torpedo was a bit shocked and then asked how much it would cost to get married. ",marine,torpedo
"A girl asked a forester why it was so difficult to watch birds. The forester told her that one has to be very quiet in order not to scare off the birds. The girl surprised the forester by asking him if he could name some birds. The forester tried to think of something, but suddenly blanked out. The girl teased the forester, saying that he knew nothing at all about birds. The forester was embarrassed, but recovered well and started to name a whole laundry list of birds. ","A girl asked a pair of binoculars why it was so difficult to watch birds. The pair of binoculars told her that one has to be very quiet in order not to scare off the birds. The girl surprised the pair of binoculars by asking him if he could name some birds. The pair of binoculars tried to think of something, but suddenly blanked out. The girl teased the pair of binoculars, saying that he knew nothing at all about birds. The pair of binoculars was embarrassed, but recovered well and started to name a whole laundry list of birds. ",forester,pair of binoculars
"A woman asked a pharmacist if there happened to be a good remedy for ear itch. But the pharmacist told her that unfortunately no such product was currently available. The woman jokingly accused the pharmacist of being a quack. But the pharmacist did not understand the joke and felt really offended. The woman teased the pharmacist, saying that he shouldn't take it so seriously. The pharmacist said with relief that he did have ear sticks that she could easily scratch with. ","A woman asked a pill box if there happened to be a good remedy for ear itch. But the pill box told her that unfortunately no such product was currently available. The woman jokingly accused the pill box of being a quack. But the pill box did not understand the joke and felt really offended. The woman teased the pill box, saying that he shouldn't take it so seriously. The pill box said with relief that he did have ear sticks that she could easily scratch with. ",pharmacist,pill box
"A damsel asked a knight if his nerves were still under control before an exciting joust. Of course, the knight tried to appear very tough and calm. But the damsel convinced the knight that his opponent was very dangerous. The knight then complained that his horse was also in bad shape. The damsel consoled the knight with the thought that at least she would encourage him. But the knight still feared what was to come and decided to feed his horse. ","A damsel asked a chainmail suit if his nerves were still under control before an exciting joust. Of course, the chainmail suit tried to appear very tough and calm. But the damsel convinced the chainmail suit that his opponent was very dangerous. The chainmail suit then complained that his horse was also in bad shape. The damsel consoled the chainmail suit with the thought that at least she would encourage him. But the chainmail suit still feared what was to come and decided to feed his horse. ",knight,chainmail suit
"In a church, a thief told the priest that she wanted to convert to Christianity. The priest told her that conversion would not be easy for her. The thief begged the priest for his help because she didn't want to sin anymore. The priest forgave her all her sins so she could begin anew. The thief moved the priest when she began to cry and knelt before the cross. The priest believed that she would remain on the right path from now on. ","In a church, a thief told the communion wafer that she wanted to convert to Christianity. The communion wafer told her that conversion would not be easy for her. The thief begged the communion wafer for his help because she didn't want to sin anymore. The communion wafer forgave her all her sins so she could begin anew. The thief moved the communion wafer when she began to cry and knelt before the cross. The communion wafer believed that she would remain on the right path from now on. ",priest,communion wafer
A girl asked a nurse if the cut on her finger needed stitches. The nurse told her that the cut would heal on its own. But the girl begged the nurse to do something about it because it hurt so much. The nurse decided to help her by bandaging the wound. The girl thanked the nurse and said she would be more careful from now on. The nurse added that she had to show the wound to her mother first. ,A girl asked a band-aid if the cut on her finger needed stitches. The band-aid told her that the cut would heal on its own. But the girl begged the band-aid to do something about it because it hurt so much. The band-aid decided to help her by bandaging the wound. The girl thanked the band-aid and said she would be more careful from now on. The band-aid added that she had to show the wound to her mother first. ,nurse,band-aid
"A canteen worker told a construction worker that the table had to be left tidy in future. But the construction worker kept silent and carried on eating as if nothing had happened. The canteen worker blamed the construction worker for never being considerate to others. The construction worker replied that he was too tired from his hard work. The canteen worker ordered the construction worker to leave his table clean, otherwise he could never sit there again. The construction worker understood that he had been very rude and apologized. ","A canteen worker told a wheelbarrow that the table had to be left tidy in future. But the wheelbarrow kept silent and carried on eating as if nothing had happened. The canteen worker blamed the wheelbarrow for never being considerate to others. The wheelbarrow replied that he was too tired from his hard work. The canteen worker ordered the wheelbarrow to leave his table clean, otherwise he could never sit there again. The wheelbarrow understood that he had been very rude and apologized. ",construction worker,wheelbarrow
"Outside the examination room, a student asked the proctor whether she was already late for the exam. The proctor told her that the exam had been in progress for half an hour, so she was out of luck. The student begged the proctor to make an exception for her this time alone. But the proctor said he could not help her, because rules were rules. The student angrily accused the proctor of blindly following rules. The proctor decided to let her in anyway, if only to stop her whining. ","Outside the examination room, a student asked the wall clock whether she was already late for the exam. The wall clock told her that the exam had been in progress for half an hour, so she was out of luck. The student begged the wall clock to make an exception for her this time alone. But the wall clock said he could not help her, because rules were rules. The student angrily accused the wall clock of blindly following rules. The wall clock decided to let her in anyway, if only to stop her whining. ",proctor,wall clock
"A museum visitor asked the attendant where the small collection of Van Gogh paintings was located. The attendant was willing to take her there, as there was nothing to do. The museum visitor envied the attendant because he was allowed to see so much beauty every day. But the attendant laughingly explained that he always took a Game Boy with him when he was bored. The museum visitor teased the attendant, joking that he had to be an art barbarian to ever get bored in this museum. The attendant joked that he had seen enough art for the next ten years. ","A museum visitor asked the map where the small collection of Van Gogh paintings was located. The map was willing to take her there, as there was nothing to do. The museum visitor envied the map because he was allowed to see so much beauty every day. But the map laughingly explained that he always took a Game Boy with him when he was bored. The museum visitor teased the map, joking that he had to be an art barbarian to ever get bored in this museum. The map joked that he had seen enough art for the next ten years. ",attendant,map
