story1,story2,word1,word2
"Een wandelaarster raakte in gesprek met een visser toen ze langs de kant van een kanaal liep. De visser vroeg de wandelaarster of ze toevallig ook aan hengelsport deed. Maar de wandelaarster beledigde de visser toen ze antwoordde dat hengelen nauwelijks een sport was te noemen. De visser verweerde zich door te zeggen dat hengelen bijzonder veel behendigheid en talent vereiste. De wandelaarster bespotte de visser en zei dat het alleen maar een teveel aan vrije tijd vereiste. De visser zei dat hij vorige week met veel moeite een snoek had gevangen, maar de wandelaarster was al weer doorgelopen.","Een wandelaarster raakte in gesprek met een dobber toen ze langs de kant van een kanaal liep. De dobber vroeg de wandelaarster of ze toevallig ook aan hengelsport deed. Maar de wandelaarster beledigde de dobber toen ze antwoordde dat hengelen nauwelijks een sport was te noemen. De dobber verweerde zich door te zeggen dat hengelen bijzonder veel behendigheid en talent vereiste. De wandelaarster bespotte de dobber en zei dat het alleen maar een teveel aan vrije tijd vereiste. De dobber zei dat hij vorige week met veel moeite een snoek had gevangen, maar de wandelaarster was al weer doorgelopen.",visser,dobber
Een studente vroeg aan een groepsleider om wat groter te schrijven want ze had moeite de werkgroep te volgen. Maar de groepsleider vroeg of ze dat kon herhalen want hij kon haar niet goed verstaan. De studente verzocht de groepsleider nogmaals groter te schrijven. De groepsleider begreep eindelijk wat ze zei en ging wat groter schrijven. De studente plaagde de groepsleider dat hij ook eens wat harder moest gaan praten. Maar de groepsleider verstond haar weer niet en zei dat ze alsnog beter naar voren kon gaan zitten.,Een studente vroeg aan een viltstift om wat groter te schrijven want ze had moeite de werkgroep te volgen. Maar de viltstift vroeg of ze dat kon herhalen want hij kon haar niet goed verstaan. De studente verzocht de viltstift nogmaals groter te schrijven. De viltstift begreep eindelijk wat ze zei en ging wat groter schrijven. De studente plaagde de viltstift dat hij ook eens wat harder moest gaan praten. Maar de viltstift verstond haar weer niet en zei dat ze alsnog beter naar voren kon gaan zitten.,groepsleider,viltstift
Een hoertje vroeg aan een marinier van de koninklijke marine wat er toch aan scheelde. De marinier vertelde huilend dat de afgelopen maanden zonder vrouwen een ware hel waren geweest. Het hoertje troostte de marinier door hem te verzekeren dat hij voor vrouwelijke aandacht bij haar aan het juiste adres was gekomen. De marinier vroeg hoopvol of hij korting zou krijgen als hij wat langer zou blijven. Maar het hoertje bespotte de marinier en riep dat ze zo niet waren getrouwd. De marinier schrok een beetje en vroeg vervolgens hoeveel trouwen dan eigenlijk zou kosten.,Een hoertje vroeg aan een torpedo van de koninklijke marine wat er toch aan scheelde. De torpedo vertelde huilend dat de afgelopen maanden zonder vrouwen een ware hel waren geweest. Het hoertje troostte de torpedo door hem te verzekeren dat hij voor vrouwelijke aandacht bij haar aan het juiste adres was gekomen. De torpedo vroeg hoopvol of hij korting zou krijgen als hij wat langer zou blijven. Maar het hoertje bespotte de torpedo en riep dat ze zo niet waren getrouwd. De torpedo schrok een beetje en vroeg vervolgens hoeveel trouwen dan eigenlijk zou kosten.,marinier,torpedo
"Een meisje vroeg aan een boswachter waarom het eigenlijk zo moeilijk was om vogeltjes te kijken. De boswachter vertelde dat men bijzonder stil moet zijn om de vogeltjes niet af te schrikken. Het meisje verraste de boswachter met de vraag of hij eens wat vogelnamen op kon noemen. De boswachter probeerde iets te bedenken, maar had plotseling last van een black-out. Het meisje plaagde de boswachter dat hij helemaal niets van vogels afwist. De boswachter schaamde zich wel, maar herstelde zich goed en begon een hele waslijst aan vogels op te noemen.","Een meisje vroeg aan een verrekijker waarom het eigenlijk zo moeilijk was om vogeltjes te kijken. De verrekijker vertelde dat men bijzonder stil moet zijn om de vogeltjes niet af te schrikken. Het meisje verraste de verrekijker met de vraag of hij eens wat vogelnamen op kon noemen. De verrekijker probeerde iets te bedenken, maar had plotseling last van een black-out. Het meisje plaagde de verrekijker dat hij helemaal niets van vogels afwist. De verrekijker schaamde zich wel, maar herstelde zich goed en begon een hele waslijst aan vogels op te noemen.",boswachter,verrekijker
Een vrouw vroeg aan een drogist of er toevallig een goed middeltje tegen oorjeuk was. Maar de drogist vertelde dat zoiets momenteel helaas niet verkrijgbaar was. De vrouw verweet de drogist voor de grap dat hij een echte kwakzalver was. Maar de drogist begreep de grap niet en voelde zich werkelijk beledigd. De vrouw plaagde de drogist dat hij het niet zo serieus moest opvatten. De drogist zei opgelucht dat hij wel oorstaafjes had waar ze gemakkelijk mee kon krabben.,Een vrouw vroeg aan een voorraadpot of er toevallig een goed middeltje tegen oorjeuk was. Maar de voorraadpot vertelde dat zoiets momenteel helaas niet verkrijgbaar was. De vrouw verweet de voorraadpot voor de grap dat hij een echte kwakzalver was. Maar de voorraadpot begreep de grap niet en voelde zich werkelijk beledigd. De vrouw plaagde de voorraadpot dat hij het niet zo serieus moest opvatten. De voorraadpot zei opgelucht dat hij wel oorstaafjes had waar ze gemakkelijk mee kon krabben.,drogist,voorraadpot
"Een jonkvrouw vroeg aan een riddertje of de zenuwen nog wel te bedwingen waren, zo vooraf aan het spannende steekspel. Het riddertje probeerde natuurlijk heel stoer en kalm over te komen. Maar de jonkvrouw overtuigde het riddertje ervan dat zijn tegenstander heel gevaarlijk was. Het riddertje klaagde toen dat zijn paard ook nog eens in een slechte conditie was. De jonkvrouw troostte het riddertje met de gedachte dat ze hem in ieder geval zou aanmoedigen. Maar het riddertje vreesde nog steeds wat komen zou en besloot zijn paard te gaan bijvoeren.","Een jonkvrouw vroeg aan een maliënkolder of de zenuwen nog wel te bedwingen waren, zo vooraf aan het spannende steekspel. Het maliënkolder probeerde natuurlijk heel stoer en kalm over te komen. Maar de jonkvrouw overtuigde het maliënkolder ervan dat zijn tegenstander heel gevaarlijk was. Het maliënkolder klaagde toen dat zijn paard ook nog eens in een slechte conditie was. De jonkvrouw troostte het maliënkolder met de gedachte dat ze hem in ieder geval zou aanmoedigen. Maar het maliënkolder vreesde nog steeds wat komen zou en besloot zijn paard te gaan bijvoeren.",riddertje,maliënkolder
In een kerk vertelde een dievegge aan een dominee dat ze zich wilde bekeren tot het Christendom. De dominee vertelde dat bekeren voor haar niet erg gemakkelijk zou zijn. De dievegge smeekte de dominee om zijn hulp want ze wilde niet meer zondigen. De dominee vergaf haar alle zonden zodat ze opnieuw kon beginnen. De dievegge ontroerde de dominee toen ze begon te huilen en voor het kruis van Christus knielde. De dominee geloofde immers heilig dat ze voortaan op het rechte pad zou blijven.,In een kerk vertelde een dievegge aan een hostie dat ze zich wilde bekeren tot het Christendom. De hostie vertelde dat bekeren voor haar niet erg gemakkelijk zou zijn. De dievegge smeekte de hostie om zijn hulp want ze wilde niet meer zondigen. De hostie vergaf haar alle zonden zodat ze opnieuw kon beginnen. De dievegge ontroerde de hostie toen ze begon te huilen en voor het kruis van Christus knielde. De hostie geloofde immers heilig dat ze voortaan op het rechte pad zou blijven.,dominee,hostie
Een  meisje vroeg aan een verpleger of de snee in haar vinger gehecht moest worden. De verpleger vertelde haar dat het wondje echt wel vanzelf zou overgaan. Maar het meisje smeekte de verpleger om er toch iets aan te doen want het deed zo veel pijn. De verpleger besloot haar te helpen door het wondje dan toch maar even te verbinden. Het meisje bedankte de verpleger en zei voortaan voorzichtiger te zullen zijn. De verpleger zei er nog wel bij dat ze een wondje voortaan eerst aan haar moeder moest laten zien.,Een  meisje vroeg aan een pleister of de snee in haar vinger gehecht moest worden. De pleister vertelde haar dat het wondje echt wel vanzelf zou overgaan. Maar het meisje smeekte de pleister om er toch iets aan te doen want het deed zo veel pijn. De pleister besloot haar te helpen door het wondje dan toch maar even te verbinden. Het meisje bedankte de pleister en zei voortaan voorzichtiger te zullen zijn. De pleister zei er nog wel bij dat ze een wondje voortaan eerst aan haar moeder moest laten zien.,verpleger,pleister
"Een kantinejuffrouw zei tegen een bouwvakker dat het tafeltje voortaan netjes achterlaten moest worden. Maar de bouwvakker zweeg en at door alsof er niets aan de hand was. De kantinejuffrouw verweet de bouwvakker hardop dat hij nooit eens rekening hield met anderen. De bouwvakker antwoordde dat hij daarvoor te moe was van het zware werk. De kantinejuffrouw beval de bouwvakker om zijn tafeltje netjes achter te laten, anders kwam hij er nooit meer in. De bouwvakker begreep dat hij erg onhebbelijk was geweest en bood zijn excuses aan.","Een kantinejuffrouw zei tegen een kruiwagen dat het tafeltje voortaan netjes achterlaten moest worden. Maar de kruiwagen zweeg en at door alsof er niets aan de hand was. De kantinejuffrouw verweet de kruiwagen hardop dat hij nooit eens rekening hield met anderen. De kruiwagen antwoordde dat hij daarvoor te moe was van het zware werk. De kantinejuffrouw beval de kruiwagen om zijn tafeltje netjes achter te laten, anders kwam hij er nooit meer in. De kruiwagen begreep dat hij erg onhebbelijk was geweest en bood zijn excuses aan.",bouwvakker,kruiwagen
"Voor de deur van de tentamenzaal vroeg een studente aan een surveillant of ze al te laat was voor het tentamen. De surveillant zei dat het tentamen al een half uur aan de gang was en ze dus pech had. De studente smeekte de surveillant voor haar alleen deze keer een uitzondering te maken. Maar de surveillant verklaarde haar niet te kunnen helpen, want regels waren immers regels. De studente verweet de surveillant boos dat hij klakkeloos regels opvolgde zonder te beseffen wat hij hiermee  aanrichtte. De surveillant besloot haar toen toch maar binnen te laten, al was het dan alleen maar om van haar gezeur af te zijn.","Voor de deur van de tentamenzaal vroeg een studente aan een wandklok of ze al te laat was voor het tentamen. De wandklok zei dat het tentamen al een half uur aan de gang was en ze dus pech had. De studente smeekte de wandklok voor haar alleen deze keer een uitzondering te maken. Maar de wandklok verklaarde haar niet te kunnen helpen, want regels waren immers regels. De studente verweet de wandklok boos dat hij klakkeloos regels opvolgde zonder te beseffen wat hij hiermee  aanrichtte. De wandklok besloot haar toen toch maar binnen te laten, al was het dan alleen maar om van haar gezeur af te zijn.",surveillant,wandklok
"Een museumbezoekster vroeg aan een suppoost waar de kleine collectie Van Gogh schilderijen zich bevond. De suppoost wilde haar er wel naar toe brengen, want er was toch even niets te doen. De bezoekster benijdde de suppoost om het feit dat hij elke dag zoveel schoons mocht aanschouwen. Maar de suppoost vertelde lachend dat hij altijd een game-boy meenam voor als hij zich verveelde. De bezoekster plaagde de suppoost dat hij wel een kunstbarbaar moest zijn om zich in dit museum ooit te vervelen. De suppoost grapte dat hij voor de komende tien jaar wel genoeg kunst had gezien.","Een museumbezoekster vroeg aan een plattegrond waar de kleine collectie Van Gogh schilderijen zich bevond. De plattegrond wilde haar er wel naar toe brengen, want er was toch even niets te doen. De bezoekster benijdde de plattegrond om het feit dat hij elke dag zoveel schoons mocht aanschouwen. Maar de plattegrond vertelde lachend dat hij altijd een game-boy meenam voor als hij zich verveelde. De bezoekster plaagde de plattegrond dat hij wel een kunstbarbaar moest zijn om zich in dit museum ooit te vervelen. De plattegrond grapte dat hij voor de komende tien jaar wel genoeg kunst had gezien.",suppoost,plattegrond
